data,canal_marketing,investimento_marketing,roi_marketing,volume_vendas,ticket_medio,clientes_recorrentes,churn_rate,nps,custo_operacional,faturamento,inadimplencia
2022-09-19,TV,40953.99,7.33,1183,62.03,436,0.1087,6,9203.79,73381.49,0.141
2022-09-20,WhatsApp,25879.96,7.72,4746,104.25,488,0.1242,62,110220.06,494770.5,0.0749
2022-09-21,Outdoor,22200.06,3.71,1758,77.31,2397,0.1152,56,137162.34,135910.98,0.0378
2022-09-22,Rádio,49814.98,1.98,4487,194.13,770,0.0091,74,13175.36,871061.31,0.1085
2022-09-23,Google Ads,11844.01,5.2,1917,157.25,522,0.1022,33,32030.96,301448.25,0.1846
2022-09-24,Google Ads,27570.36,5.64,290,162.41,1056,0.0771,52,5344.9,47098.9,0.0335
2022-09-25,Instagram,33698.44,1.44,560,115.4,682,0.0882,65,20809.42,64624.0,0.1531
2022-09-26,WhatsApp,35192.95,6.4,2621,66.49,2518,0.0591,77,94463.77,174270.29,0.1239
2022-09-27,Facebook Ads,10599.22,0.64,3576,90.01,73,0.1085,81,11498.58,321875.76,0.1218
2022-09-28,Rádio,32872.71,4.12,2805,88.96,587,0.1027,47,66746.09,249532.8,0.1876
2022-09-29,TV,41009.29,2.98,4466,123.02,2874,0.089,59,77993.26,549407.32,0.1916
2022-09-30,Facebook Ads,2975.92,6.05,1257,119.15,2735,0.1299,42,136461.22,149771.55,0.0563
2022-10-01,WhatsApp,45620.3,2.85,4366,115.01,2030,0.0198,72,73772.1,502133.66,0.1636
2022-10-02,Outdoor,1960.45,6.7,127,124.4,1860,0.0486,3,25669.1,15798.8,0.128
2022-10-03,TV,18120.57,4.96,4331,198.05,589,0.0768,77,46947.37,857754.55,0.0877
2022-10-04,Outdoor,1282.75,6.45,3072,94.75,1776,0.144,74,102468.33,291072.0,0.1365
2022-10-05,Instagram,4318.69,7.92,3124,142.29,470,0.0154,93,21256.79,444513.96,0.1916
2022-10-06,Instagram,45602.83,5.59,1364,85.93,533,0.0539,90,38602.7,117208.52,0.1082
2022-10-07,Google Ads,18065.61,7.89,955,119.99,1078,0.1393,92,149387.68,114590.45,0.1886
2022-10-08,Outdoor,21526.19,0.72,4125,80.01,2254,0.1352,51,5802.51,330041.25,0.1321
2022-10-09,WhatsApp,11159.55,3.04,1351,133.73,101,0.1305,31,27066.58,180669.23,0.1018
2022-10-10,Rádio,30056.24,1.31,4704,89.75,292,0.0497,93,127334.45,422184.0,0.1324
2022-10-11,TV,29942.76,2.47,3970,55.52,1736,0.1278,89,19700.39,220414.4,0.1245
2022-10-12,Facebook Ads,18923.92,6.79,1426,172.29,2871,0.0783,93,9877.95,245685.54,0.0901
2022-10-13,WhatsApp,16985.23,0.74,1125,69.24,2517,0.0949,50,22590.28,77895.0,0.1169
2022-10-14,WhatsApp,44305.73,4.4,461,105.21,1890,0.0396,9,105571.59,48501.81,0.1436
2022-10-15,Instagram,19472.57,4.75,1318,121.58,474,0.1075,11,149001.03,160242.44,0.1694
2022-10-16,Outdoor,24928.3,4.71,705,114.87,2177,0.0525,96,90642.16,80983.35,0.0678
2022-10-17,Google Ads,14523.59,4.06,1770,158.85,744,0.0549,97,23025.86,281164.5,0.0128
2022-10-18,Google Ads,39445.09,6.43,4911,139.52,403,0.0973,81,31647.92,685182.72,0.1147
2022-10-19,TV,20173.68,1.5,2397,94.31,1739,0.0398,38,82963.89,226061.07,0.103
2022-10-20,Instagram,25923.75,2.83,2294,57.76,342,0.0375,79,108770.44,132501.44,0.0203
2022-10-21,WhatsApp,13041.18,5.12,4543,165.14,766,0.0585,67,101122.27,750231.02,0.1302
2022-10-22,Rádio,49389.15,5.68,1377,102.88,578,0.1178,9,88335.34,141665.76,0.1889
2022-10-23,Instagram,14929.04,3.53,498,183.46,529,0.0376,91,148009.12,91363.08,0.0864
2022-10-24,TV,38651.76,7.07,2272,109.26,526,0.1192,81,33714.92,248238.72,0.1799
2022-10-25,TV,21661.03,3.62,2910,157.65,74,0.1059,72,30071.08,458761.5,0.1645
2022-10-26,Instagram,10707.76,3.52,2752,190.93,2528,0.1035,85,129563.88,525439.36,0.0407
2022-10-27,TV,40086.08,0.77,3039,147.67,2414,0.0738,9,47169.15,448769.13,0.1596
2022-10-28,Instagram,17013.54,4.63,921,112.02,687,0.1132,22,53216.32,103170.42,0.1082
2022-10-29,Facebook Ads,43327.07,5.82,1044,135.11,2455,0.007,76,84556.88,141054.84,0.1845
2022-10-30,Instagram,45805.23,1.36,3578,131.52,1349,0.0493,87,60284.85,470578.56,0.046
2022-10-31,Outdoor,43061.28,2.79,2879,137.72,739,0.1035,12,46707.86,396495.88,0.0338
2022-11-01,Instagram,2232.89,6.36,4529,72.02,393,0.1482,47,137990.41,326178.58,0.0558
2022-11-02,TV,39474.98,3.24,4550,154.78,1504,0.0054,88,23744.76,704249.0,0.0213
2022-11-03,Outdoor,20861.3,2.31,1296,71.76,2656,0.0789,43,63622.02,93000.96,0.0708
2022-11-04,TV,43749.28,5.54,1312,52.19,761,0.139,92,5430.22,68473.28,0.0638
2022-11-05,Google Ads,32078.74,1.98,923,143.72,2660,0.1302,79,122080.78,132653.56,0.0891
2022-11-06,Google Ads,41765.34,7.22,1996,67.54,488,0.0084,63,29420.73,134809.84,0.098
2022-11-07,Outdoor,25221.87,1.29,4363,165.56,1504,0.0818,39,117083.55,722338.28,0.0375
2022-11-08,Facebook Ads,26983.76,5.8,2515,179.89,192,0.0056,5,26547.45,452423.35,0.1277
2022-11-09,Google Ads,7647.19,4.25,635,191.71,1833,0.1195,71,65427.13,121735.85,0.0525
2022-11-10,Instagram,39307.37,7.02,3110,149.67,917,0.0498,97,110586.82,465473.7,0.0332
2022-11-11,TV,21259.79,1.45,2727,122.3,2450,0.116,81,44267.28,333512.1,0.1447
2022-11-12,Google Ads,25253.97,5.58,3877,102.84,1538,0.142,42,50517.98,398710.68,0.0143
2022-11-13,Google Ads,39362.34,4.79,1049,123.64,517,0.1465,31,101761.76,129698.36,0.08
2022-11-14,Facebook Ads,30142.85,4.1,3608,78.55,1537,0.1346,48,32216.64,283408.4,0.0374
2022-11-15,Outdoor,10454.39,4.19,4402,102.26,926,0.0346,73,143008.74,450148.52,0.1777
2022-11-16,Outdoor,29716.52,5.91,643,157.69,1467,0.0332,97,32374.21,101394.67,0.1666
2022-11-17,WhatsApp,20677.83,7.53,4000,82.61,968,0.0957,86,113749.34,330440.0,0.0215
2022-11-18,Facebook Ads,23741.51,1.18,3853,89.61,1859,0.0839,18,121376.84,345267.33,0.1146
2022-11-19,Instagram,1901.41,0.65,4324,162.4,1826,0.0064,83,59283.71,702217.6,0.0661
2022-11-20,Outdoor,10896.45,6.54,2182,76.68,1131,0.0618,51,27654.68,167315.76,0.0466
2022-11-21,TV,14411.39,1.31,2966,86.88,1199,0.1365,51,29056.01,257686.08,0.0692
2022-11-22,Facebook Ads,35791.52,7.9,2346,52.63,890,0.1353,33,147890.3,123469.98,0.165
2022-11-23,Google Ads,1068.88,5.15,1936,158.01,2975,0.0346,58,110184.44,305907.36,0.021
2022-11-24,TV,20734.47,5.38,176,142.69,2149,0.0604,80,70256.88,25113.44,0.1332
2022-11-25,TV,46239.33,1.99,468,154.16,1061,0.0863,4,42315.72,72146.88,0.1835
2022-11-26,Google Ads,6038.09,2.3,4721,82.15,863,0.1287,65,7741.97,387830.15,0.0951
2022-11-27,Facebook Ads,26063.01,5.45,448,153.11,2366,0.0821,40,102217.26,68593.28,0.1813
2022-11-28,Google Ads,39432.86,7.32,4701,139.46,2193,0.1454,33,143752.87,655601.46,0.1823
2022-11-29,WhatsApp,47155.3,7.87,4838,104.92,322,0.1209,53,20492.27,507602.96,0.1258
2022-11-30,TV,37465.44,1.99,4433,115.67,1766,0.1432,19,114401.23,512765.11,0.0966
2022-12-01,Rádio,36167.99,1.51,1555,135.19,2230,0.1111,53,27219.35,210220.45,0.1502
2022-12-02,Rádio,41411.16,0.92,2285,123.99,2186,0.1323,65,119855.25,283317.15,0.1841
2022-12-03,Instagram,22586.96,7.01,3911,146.27,2782,0.1255,91,58733.06,572061.97,0.1392
2022-12-04,Outdoor,40389.3,2.71,3372,77.15,2921,0.0418,17,108248.93,260149.8,0.0498
2022-12-05,Google Ads,894.24,0.51,3782,131.11,54,0.0383,43,139310.95,495858.02,0.1658
2022-12-06,Google Ads,46265.77,2.18,1946,117.54,406,0.1303,47,94920.18,228732.84,0.1908
2022-12-07,Instagram,22443.67,3.05,1954,119.15,1416,0.0173,34,138501.36,232819.1,0.088
2022-12-08,Instagram,27892.32,7.93,3085,120.41,253,0.0642,78,39078.53,371464.85,0.1425
2022-12-09,Instagram,13116.67,4.43,4550,182.22,1646,0.124,38,146829.4,829101.0,0.1085
2022-12-10,TV,37255.28,2.04,2725,172.79,2568,0.1229,2,131562.97,470852.75,0.0313
2022-12-11,WhatsApp,4293.47,3.01,2994,144.44,2561,0.0251,18,20598.13,432453.36,0.0765
2022-12-12,Google Ads,43695.47,2.98,658,157.47,546,0.0757,86,64963.26,103615.26,0.0411
2022-12-13,TV,41491.78,0.65,2996,56.42,751,0.0746,82,139419.28,169034.32,0.138
2022-12-14,Instagram,11194.98,1.51,2017,161.6,886,0.0519,17,16326.73,325947.2,0.1206
2022-12-15,Google Ads,40561.56,5.71,1354,122.92,112,0.138,93,70795.6,166433.68,0.0164
2022-12-16,TV,39424.71,1.4,1781,97.66,1629,0.0997,82,109921.1,173932.46,0.0217
2022-12-17,WhatsApp,31794.72,2.23,1914,70.97,288,0.1471,4,9849.86,135836.58,0.0596
2022-12-18,TV,18989.25,3.13,762,61.28,589,0.0147,54,114160.48,46695.36,0.1515
2022-12-19,WhatsApp,13939.19,6.18,4216,56.73,247,0.0622,12,57374.37,239173.68,0.0341
2022-12-20,Instagram,11973.29,4.87,3425,74.27,830,0.1261,33,41158.91,254374.75,0.0489
2022-12-21,WhatsApp,16271.14,5.67,1341,54.52,79,0.0663,87,88515.98,73111.32,0.1824
2022-12-22,Google Ads,45226.14,4.75,3243,159.9,2763,0.043,17,83928.03,518555.7,0.1138
2022-12-23,Instagram,4343.22,5.63,3137,87.29,1282,0.1497,67,131721.2,273828.73,0.128
2022-12-24,Google Ads,41529.13,0.52,261,105.31,1136,0.1316,99,103020.43,27485.91,0.0966
2022-12-25,Rádio,17770.06,7.48,4325,173.41,1130,0.0842,71,66170.33,749998.25,0.067
2022-12-26,Facebook Ads,26319.17,1.33,2050,67.2,1905,0.0864,42,99270.07,137760.0,0.0573
2022-12-27,WhatsApp,39827.04,3.55,4420,175.34,1648,0.006,64,113771.47,775002.8,0.122
2022-12-28,Facebook Ads,44276.64,6.28,1881,145.93,1678,0.1472,40,140912.64,274494.33,0.0995
2022-12-29,Facebook Ads,17566.68,3.76,4775,101.3,2697,0.1219,37,107117.93,483707.5,0.0866
2022-12-30,WhatsApp,23361.25,7.6,1577,67.67,1067,0.0103,99,83861.49,106715.59,0.1419
2022-12-31,Instagram,21018.55,4.01,3130,63.72,2717,0.0306,37,59082.11,199443.6,0.0868
2023-01-01,Rádio,1155.93,7.06,4086,100.33,1119,0.124,12,134265.13,409948.38,0.017
2023-01-02,Google Ads,15149.17,6.58,206,71.05,2174,0.0176,21,119915.35,14636.3,0.1695
2023-01-03,TV,23229.87,7.86,2768,90.16,2826,0.1416,28,16191.28,249562.88,0.0705
2023-01-04,Google Ads,20849.13,7.45,1264,57.94,1242,0.15,8,106433.47,73236.16,0.1898
2023-01-05,TV,36235.5,7.24,1257,139.25,863,0.1335,90,83118.69,175037.25,0.1771
2023-01-06,Google Ads,19547.78,5.99,2346,71.79,1202,0.1121,67,20028.37,168419.34,0.0544
2023-01-07,WhatsApp,24724.13,3.25,766,163.51,1786,0.0757,16,86919.33,125248.66,0.1934
2023-01-08,Rádio,21765.63,1.3,2226,82.73,2805,0.017,36,32913.36,184156.98,0.1722
2023-01-09,TV,37160.99,5.66,3041,169.7,1933,0.1109,63,107681.01,516057.7,0.1972
2023-01-10,Outdoor,43217.13,7.84,611,78.48,317,0.0625,66,45376.89,47951.28,0.1388
2023-01-11,Instagram,26828.51,5.95,349,158.2,2862,0.0877,3,26799.87,55211.8,0.1868
2023-01-12,Google Ads,39576.89,7.47,988,99.96,1823,0.0475,39,16886.07,98760.48,0.1411
2023-01-13,Google Ads,15190.94,6.53,1123,137.47,634,0.0401,15,76165.92,154378.81,0.1725
2023-01-14,TV,27297.8,1.72,4794,55.8,2516,0.052,10,33947.04,267505.2,0.126
2023-01-15,Instagram,17588.88,2.37,4948,124.29,2967,0.123,90,128993.54,614986.92,0.1865
2023-01-16,Instagram,21002.95,3.06,699,72.3,1940,0.0668,25,5435.16,50537.7,0.1084
2023-01-17,WhatsApp,36754.49,1.76,3122,122.95,1234,0.0502,94,127327.62,383849.9,0.1499
2023-01-18,Outdoor,44142.29,4.86,2630,71.2,1131,0.0678,97,80558.4,187256.0,0.1842
2023-01-19,WhatsApp,6514.02,7.82,2983,115.56,433,0.0097,71,138711.1,344715.48,0.0903
2023-01-20,WhatsApp,31914.64,6.21,2164,66.59,2900,0.1341,64,34668.63,144100.76,0.015
2023-01-21,WhatsApp,29316.12,3.68,1858,82.99,2607,0.085,1,19829.7,154195.42,0.0315
2023-01-22,WhatsApp,6361.54,0.53,3669,139.26,479,0.0202,90,95618.94,510944.94,0.1947
2023-01-23,WhatsApp,10988.77,2.85,1342,196.5,2675,0.0468,44,107475.48,263703.0,0.1759
2023-01-24,Rádio,15894.62,4.45,4429,117.38,1099,0.1476,42,59024.83,519876.02,0.1018
2023-01-25,Instagram,8763.09,2.93,2395,153.08,1883,0.091,2,6983.63,366626.6,0.1926
2023-01-26,WhatsApp,12564.61,1.33,2025,130.91,2686,0.0473,33,64009.56,265092.75,0.0453
2023-01-27,Instagram,13746.24,3.82,2162,124.75,847,0.0668,79,38899.1,269709.5,0.0311
2023-01-28,Instagram,17115.85,2.4,3495,59.71,421,0.0425,64,55383.1,208686.45,0.1243
2023-01-29,Facebook Ads,37594.83,7.32,540,71.64,1109,0.0096,63,78479.4,38685.6,0.0826
2023-01-30,Rádio,28809.65,1.26,2843,182.46,1863,0.1271,6,106839.57,518733.78,0.0746
2023-01-31,WhatsApp,49319.21,0.87,106,111.52,1898,0.0474,34,144667.67,11821.12,0.1495
2023-02-01,Google Ads,21029.42,0.54,1686,142.15,1340,0.1266,21,25879.98,239664.9,0.0385
2023-02-02,TV,37816.32,2.96,925,129.23,2237,0.0744,47,103585.42,119537.75,0.1579
2023-02-03,Outdoor,43637.69,5.45,3924,106.83,116,0.0315,31,38815.66,419200.92,0.0783
2023-02-04,Google Ads,34109.44,5.98,1368,108.17,1064,0.1213,25,37002.18,147976.56,0.1975
2023-02-05,Rádio,20887.3,3.9,3536,133.32,1603,0.0597,5,96865.34,471419.52,0.1637
2023-02-06,TV,37802.93,5.63,3538,71.17,1442,0.1076,45,117519.93,251799.46,0.1328
2023-02-07,Rádio,10581.52,3.2,1410,108.09,2358,0.1264,54,146779.12,152406.9,0.0536
2023-02-08,Instagram,16713.83,5.51,4133,117.05,2724,0.1446,74,116480.47,483767.65,0.1917
2023-02-09,TV,27560.92,0.8,1727,197.77,1751,0.0174,94,27810.67,341548.79,0.0163
2023-02-10,Instagram,28982.76,3.43,1136,102.72,628,0.0062,54,37683.39,116689.92,0.0524
2023-02-11,Google Ads,1596.0,6.43,577,146.69,1655,0.0845,84,115401.51,84640.13,0.017
2023-02-12,Google Ads,47283.15,6.52,2778,70.61,1276,0.0433,56,81413.25,196154.58,0.1936
2023-02-13,TV,34983.05,5.87,814,59.82,2736,0.073,85,47834.16,48693.48,0.1756
2023-02-14,TV,25037.34,2.03,1776,180.73,2008,0.0155,62,73408.57,320976.48,0.1909
2023-02-15,WhatsApp,46689.8,2.35,2262,159.61,2028,0.0777,0,137658.76,361037.82,0.1459
2023-02-16,Rádio,22235.23,7.97,608,97.62,459,0.0231,20,114561.91,59352.96,0.0152
2023-02-17,WhatsApp,49031.56,1.28,481,125.69,2930,0.1266,19,70351.17,60456.89,0.187
2023-02-18,Rádio,25858.1,1.85,1280,70.36,1761,0.1151,72,147180.32,90060.8,0.09
2023-02-19,WhatsApp,6157.15,1.48,1945,156.07,2210,0.0157,90,120256.82,303556.15,0.08
2023-02-20,Instagram,38357.65,2.96,4470,60.55,2720,0.1263,28,5851.28,270658.5,0.064
2023-02-21,TV,34105.44,2.08,1818,163.55,2918,0.0521,42,21293.25,297333.9,0.0645
2023-02-22,Google Ads,38762.84,4.23,1200,132.03,889,0.0562,96,85325.47,158436.0,0.1621
2023-02-23,Rádio,47596.38,4.07,1960,91.83,238,0.0311,44,55743.36,179986.8,0.0587
2023-02-24,Rádio,38936.22,7.26,2191,179.39,326,0.1261,64,122821.02,393043.49,0.0522
2023-02-25,Google Ads,30761.16,0.76,817,197.91,1810,0.0637,2,134874.62,161692.47,0.1426
2023-02-26,WhatsApp,42936.79,2.9,417,88.15,2200,0.0121,95,39894.37,36758.55,0.0646
2023-02-27,Rádio,33825.7,4.97,4729,170.94,2204,0.1451,19,115676.44,808375.26,0.0125
2023-02-28,Outdoor,20701.89,5.04,1876,162.52,1989,0.0421,80,82632.62,304887.52,0.187
2023-03-01,Instagram,44338.18,4.1,2384,162.08,2027,0.1407,36,61835.22,386398.72,0.0696
2023-03-02,TV,11484.07,6.62,1344,193.59,2854,0.0487,37,119083.11,260184.96,0.1552
2023-03-03,Google Ads,35874.74,0.97,1433,122.99,2270,0.1256,73,86913.95,176244.67,0.0991
2023-03-04,TV,44137.39,6.62,3769,151.13,1048,0.1013,44,97116.19,569608.97,0.0355
2023-03-05,Outdoor,36700.17,4.21,1300,173.58,771,0.1299,92,14026.84,225654.0,0.1358
2023-03-06,Rádio,35015.13,1.5,1894,121.93,1264,0.1465,41,89952.55,230935.42,0.054
2023-03-07,Rádio,37755.6,7.14,2801,122.21,1743,0.1314,45,48603.13,342310.21,0.0647
2023-03-08,Outdoor,23520.23,5.37,1554,97.8,2928,0.0635,59,76527.66,151981.2,0.0162
2023-03-09,Google Ads,43771.45,1.73,2033,167.12,2322,0.1231,95,37191.6,339754.96,0.0131
2023-03-10,Instagram,10570.11,0.75,846,152.93,1757,0.1082,12,94098.97,129378.78,0.1076
2023-03-11,Facebook Ads,6805.63,1.56,940,117.67,2231,0.0139,30,26382.98,110609.8,0.021
2023-03-12,Google Ads,14632.68,5.07,2595,112.9,1110,0.1398,67,22821.07,292975.5,0.0498
2023-03-13,Facebook Ads,26813.08,1.84,1188,60.89,2190,0.0726,61,32319.65,72337.32,0.1855
2023-03-14,Outdoor,25772.81,2.19,892,50.98,2172,0.0245,48,123532.36,45474.16,0.0257
2023-03-15,WhatsApp,41119.64,0.69,1367,129.33,2853,0.0667,17,9862.42,176794.11,0.0653
2023-03-16,Facebook Ads,20526.15,5.92,1650,112.62,2280,0.0925,74,110788.7,185823.0,0.148
2023-03-17,Instagram,24475.05,6.58,2790,169.41,766,0.0881,52,13193.6,472653.9,0.178
2023-03-18,WhatsApp,1161.7,6.48,392,131.4,508,0.0883,17,90819.3,51508.8,0.0188
2023-03-19,Facebook Ads,20782.09,1.46,4122,190.51,1751,0.0421,50,117165.98,785282.22,0.0452
2023-03-20,Outdoor,32564.82,7.27,1504,79.42,676,0.0967,40,38505.57,119447.68,0.0837
2023-03-21,WhatsApp,1267.66,5.54,1748,198.52,2506,0.1366,96,33412.31,347012.96,0.0786
2023-03-22,Outdoor,14403.66,7.23,2916,94.69,256,0.0614,66,46930.83,276116.04,0.0648
2023-03-23,Facebook Ads,10793.84,3.85,4010,146.36,1406,0.0964,64,106443.92,586903.6,0.056
2023-03-24,Outdoor,2578.28,3.78,3018,125.28,722,0.0404,82,41949.86,378095.04,0.061
2023-03-25,Instagram,24223.37,6.38,1497,103.94,2027,0.012,5,77756.65,155598.18,0.0354
2023-03-26,Facebook Ads,9495.3,1.2,1793,70.9,1989,0.0899,73,24497.58,127123.7,0.041
2023-03-27,Facebook Ads,37282.54,4.41,1137,70.23,2845,0.0119,36,71873.36,79851.51,0.1253
2023-03-28,Facebook Ads,42472.43,6.77,3952,156.73,322,0.1099,11,95585.63,619396.96,0.0655
2023-03-29,Google Ads,27506.47,6.73,1662,106.65,2476,0.1022,80,15413.74,177252.3,0.0859
2023-03-30,Google Ads,49094.51,7.67,1212,194.19,2723,0.0586,90,123236.38,235358.28,0.0883
2023-03-31,Google Ads,22798.69,5.74,1391,98.85,2761,0.0646,1,140928.21,137500.35,0.0309
2023-04-01,Instagram,25911.73,2.06,1261,197.53,1099,0.1381,52,33064.43,249085.33,0.1657
2023-04-02,WhatsApp,49466.28,0.65,1129,80.81,2777,0.0069,24,115117.75,91234.49,0.1917
2023-04-03,Outdoor,11961.65,4.1,4437,65.42,2641,0.0867,27,50452.67,290268.54,0.0601
2023-04-04,Rádio,47156.02,4.35,4357,96.89,2830,0.1389,44,103125.07,422149.73,0.0659
2023-04-05,Facebook Ads,2620.46,2.3,2839,182.84,1927,0.1375,36,49468.22,519082.76,0.1417
2023-04-06,Outdoor,22596.15,1.44,1078,128.28,140,0.0898,16,130039.75,138285.84,0.0253
2023-04-07,Facebook Ads,3965.17,4.9,617,70.35,525,0.0603,68,55330.67,43405.95,0.1824
2023-04-08,Instagram,36597.12,6.23,882,80.37,2096,0.0193,55,128080.45,70886.34,0.0329
2023-04-09,Facebook Ads,30616.24,7.95,2931,96.69,775,0.0302,57,116090.67,283398.39,0.1491
2023-04-10,Google Ads,35478.4,6.19,4280,138.53,1261,0.1036,82,33466.97,592908.4,0.0654
2023-04-11,Rádio,19036.78,6.45,237,99.86,583,0.0074,3,27758.2,23666.82,0.0714
2023-04-12,TV,18789.36,5.12,853,162.06,2795,0.1331,54,118050.1,138237.18,0.0368
2023-04-13,Facebook Ads,2743.3,7.89,3053,142.44,2977,0.0903,48,61593.97,434869.32,0.1328
2023-04-14,Outdoor,17822.27,5.3,4908,181.07,134,0.0115,37,142662.01,888691.56,0.161
2023-04-15,Google Ads,46499.78,6.95,2555,125.14,2689,0.0398,44,141727.5,319732.7,0.1905
2023-04-16,TV,19271.71,7.59,2934,99.68,890,0.0912,29,105554.69,292461.12,0.073
2023-04-17,Rádio,41652.7,7.47,679,199.44,126,0.0102,95,77584.15,135419.76,0.128
2023-04-18,TV,42195.11,3.36,3355,103.34,2427,0.1181,36,33270.26,346705.7,0.0888
2023-04-19,Google Ads,18975.44,1.09,3366,114.29,2480,0.1384,55,132946.95,384700.14,0.116
2023-04-20,WhatsApp,31783.44,1.79,4749,171.37,2474,0.1444,26,16889.7,813836.13,0.041
2023-04-21,WhatsApp,5220.89,0.94,495,63.3,2438,0.1114,31,58700.94,31333.5,0.1205
2023-04-22,TV,5632.09,1.29,2037,107.97,1250,0.1292,10,51286.83,219934.89,0.1713
2023-04-23,Instagram,2908.55,1.88,2689,62.86,2521,0.0936,57,143972.18,169030.54,0.1741
2023-04-24,Outdoor,29260.25,3.06,3134,70.9,2040,0.0715,76,22126.81,222200.6,0.1018
2023-04-25,Outdoor,21590.51,4.58,269,50.7,2271,0.1084,34,134071.75,13638.3,0.0548
2023-04-26,TV,27627.6,5.84,2437,51.43,455,0.0375,16,71183.02,125334.91,0.169
2023-04-27,Facebook Ads,26293.12,2.08,3339,107.04,2179,0.0209,29,11887.34,357406.56,0.1999
2023-04-28,Facebook Ads,17835.05,5.54,3515,171.37,70,0.1155,17,110685.62,602365.55,0.0817
2023-04-29,Outdoor,34034.93,5.78,3668,138.05,2788,0.1439,29,19627.49,506367.4,0.1856
2023-04-30,Outdoor,38045.84,4.69,3316,145.24,447,0.0887,89,39365.59,481615.84,0.1969
2023-05-01,WhatsApp,1224.1,7.28,3584,127.89,2427,0.075,15,120960.68,458357.76,0.0852
2023-05-02,Instagram,10758.49,1.33,4935,172.97,2322,0.0825,74,27436.14,853606.95,0.1461
2023-05-03,Google Ads,35805.18,1.83,1941,182.06,1850,0.0744,53,52193.16,353378.46,0.1204
2023-05-04,Facebook Ads,19637.7,3.71,3860,177.46,2878,0.0691,3,57344.75,684995.6,0.1472
2023-05-05,Outdoor,33292.96,1.45,4652,171.82,1858,0.1423,14,90376.37,799306.64,0.0393
2023-05-06,WhatsApp,17674.65,4.75,3126,77.41,943,0.0746,75,119540.33,241983.66,0.0797
2023-05-07,Rádio,19842.38,3.49,4065,139.08,1994,0.0168,26,38467.63,565360.2,0.0219
2023-05-08,WhatsApp,8354.6,2.63,1701,137.32,487,0.116,3,34838.52,233581.32,0.1265
2023-05-09,Facebook Ads,13282.44,1.77,1246,129.19,1345,0.0618,34,37175.88,160970.74,0.1861
2023-05-10,Facebook Ads,30467.88,3.02,4426,122.12,1353,0.1081,84,60333.72,540503.12,0.1165
2023-05-11,WhatsApp,21941.57,5.06,2784,63.38,272,0.089,62,82589.96,176449.92,0.0234
2023-05-12,Google Ads,38827.98,4.82,211,65.32,1660,0.1084,99,6949.52,13782.52,0.1868
2023-05-13,TV,42702.96,1.73,692,185.34,2010,0.014,65,118143.15,128255.28,0.0353
2023-05-14,Facebook Ads,27311.5,1.44,2539,144.53,558,0.0099,38,139373.85,366961.67,0.1778
2023-05-15,WhatsApp,38034.23,0.7,1338,89.35,2714,0.0599,27,127310.34,119550.3,0.1457
2023-05-16,Outdoor,15691.77,0.59,2894,91.9,1115,0.1055,33,10391.75,265958.6,0.1309
2023-05-17,WhatsApp,21041.08,7.1,2514,141.53,1249,0.0374,32,81053.18,355806.42,0.1215
2023-05-18,Instagram,35782.49,0.84,2229,111.04,1318,0.0678,49,123033.93,247508.16,0.0349
2023-05-19,TV,19617.49,5.98,2953,116.2,1326,0.1472,59,54896.6,343138.6,0.1052
2023-05-20,Rádio,29630.99,7.04,2969,59.1,1347,0.0362,71,135070.42,175467.9,0.0474
2023-05-21,Google Ads,9675.95,1.24,3698,70.81,653,0.128,71,133597.55,261855.38,0.1186
2023-05-22,Rádio,30188.68,3.77,3903,109.0,1084,0.1247,41,25547.16,425427.0,0.095
2023-05-23,TV,43144.93,7.72,1626,154.95,2249,0.1342,85,76576.46,251948.7,0.1391
2023-05-24,TV,43497.66,6.76,2069,57.2,238,0.1377,90,8721.78,118346.8,0.1967
2023-05-25,TV,36355.05,4.17,1051,100.18,725,0.0786,27,45869.64,105289.18,0.0786
2023-05-26,Rádio,37414.79,6.22,1602,154.26,687,0.1039,74,122721.56,247124.52,0.1272
2023-05-27,Outdoor,28117.41,6.75,4567,168.81,2308,0.0947,26,146395.39,770955.27,0.1742
2023-05-28,TV,29441.07,3.11,3436,78.53,2046,0.0498,0,137431.87,269829.08,0.0277
2023-05-29,WhatsApp,7115.7,7.19,209,159.72,1894,0.0456,91,11174.15,33381.48,0.162
2023-05-30,Rádio,22471.03,4.03,4086,193.31,2436,0.0545,90,139375.93,789864.66,0.0555
2023-05-31,TV,22813.43,4.46,2454,186.02,96,0.0367,7,124283.99,456493.08,0.1127
2023-06-01,WhatsApp,47945.64,8.0,325,168.41,869,0.1148,45,130816.86,54733.25,0.1984
2023-06-02,Outdoor,21838.8,6.82,3111,156.85,1130,0.1449,23,137649.88,487960.35,0.197
2023-06-03,Instagram,27692.46,3.21,4226,85.27,1327,0.1308,39,75786.09,360351.02,0.07
2023-06-04,Outdoor,26895.94,0.58,713,145.09,2934,0.0366,50,35626.65,103449.17,0.035
2023-06-05,TV,32019.7,5.2,198,146.49,2695,0.0125,99,8048.49,29005.02,0.1883
2023-06-06,Rádio,37537.53,5.78,910,111.02,2267,0.1148,23,8414.5,101028.2,0.1798
2023-06-07,Facebook Ads,11639.57,5.38,3437,123.95,1219,0.0616,21,98164.16,426016.15,0.127
2023-06-08,TV,26671.86,7.76,2799,154.1,2936,0.1246,73,53905.61,431325.9,0.0162
