ID_Botijao,Data,Hora,Estoque_Atual,Total_Distribuido,Distribuicao_Diaria,Limite_Reposicao,Capacidade_Botijao,Taxa_Uso_Diario,Previsao_Esgotamento_Dias,Tipo_Cliente,Custo_Reposicao,Preco_Venda,Margem_Lucro,Rota_Entrega,Tempo_Entrega,Distancia_Percorrida,Tipo_Produto,Marca_Produto,Região_Atendimento,Canal_Venda,Programa_Fidelidade,Temperatura,Satisfacao_Cliente,Tempo_Espera,Metodo_Pagamento
F9338,2025-01-18,16:31,225,848,71,145,45kg,0.32,6.6,Residencial,83.19,96.74,42.92,Rondônia-Rota-09,30,65.8,GLP Comercial,Fogás,Rondônia,Revenda,142,28.8,2,14.3,Cartão
F2973,2025-01-18,16:45,174,667,87,123,20kg,0.31,7.5,Residencial,121.96,100.25,22.76,Rondônia-Rota-06,100,33.5,GLP Granel,Fogás,Rondônia,Revenda,838,27.3,2,15.7,Dinheiro
F8133,2025-01-18,18:05,240,272,75,276,13kg,0.48,6.0,Comercial,142.67,138.4,23.71,Amazonas-Rota-04,38,12.5,GLP Granel,Fogás,Amazonas,Venda Direta,238,28.8,5,38.7,Boleto
F2283,2025-01-18,10:21,138,966,45,127,45kg,0.42,4.3,Residencial,146.75,187.33,13.83,Acre-Rota-03,49,20.4,GLP Granel,Fogás,Acre,Revenda,604,30.1,3,5.9,PIX
F7166,2025-01-18,17:20,478,971,43,124,190kg,0.19,7.7,Industrial,85.88,128.11,22.24,Rondônia-Rota-08,32,10.6,GLP Residencial,Fogás,Rondônia,Venda Direta,619,26.3,4,18.1,Dinheiro
F6495,2025-01-18,10:29,384,319,56,264,20kg,0.31,4.6,Residencial,148.27,107.47,22.87,Roraima-Rota-06,54,81.5,GLP Comercial,Fogás,Roraima,Venda Direta,277,26.7,3,23.5,PIX
F9970,2025-01-18,07:52,377,488,95,281,13kg,0.18,5.6,Comercial,80.97,110.72,38.26,Roraima-Rota-04,32,26.4,GLP Granel,Fogás,Roraima,Revenda,375,28.8,3,44.0,Cartão
F5695,2025-01-18,11:40,292,471,94,192,20kg,0.14,6.8,Residencial,120.66,98.73,49.94,Roraima-Rota-09,43,47.0,GLP Granel,Ultragaz,Roraima,Venda Direta,768,28.6,2,1.8,Boleto
F3025,2025-01-18,21:18,181,617,42,250,45kg,0.31,8.3,Comercial,73.72,195.62,12.19,Amapá-Rota-06,95,82.9,GLP Granel,Fogás,Amapá,Revenda,766,28.8,3,0.6,Dinheiro
F1755,2025-01-18,06:47,396,472,76,251,45kg,0.3,8.9,Comercial,71.07,125.3,15.47,Roraima-Rota-09,118,14.8,GLP Industrial,Fogás,Roraima,Venda Direta,463,30.2,1,32.1,Cartão
F5512,2025-01-18,06:25,167,895,34,259,20kg,0.25,1.6,Residencial,111.87,119.51,36.4,Amazonas-Rota-08,73,5.8,GLP Granel,Fogás,Amazonas,Revenda,671,28.5,3,44.3,Dinheiro
F5048,2025-01-18,20:23,469,347,39,287,190kg,0.24,2.7,Residencial,77.69,114.06,43.95,Acre-Rota-01,99,89.6,GLP Residencial,Fogás,Acre,Revenda,142,26.4,2,29.7,Dinheiro
F5623,2025-01-18,15:12,443,212,47,198,45kg,0.33,6.8,Comercial,116.52,178.7,36.14,Rondônia-Rota-06,68,71.1,GLP Industrial,Fogás,Rondônia,Revenda,49,26.4,1,31.9,Boleto
F3355,2025-01-18,14:11,263,563,77,110,45kg,0.58,8.1,Residencial,147.8,96.46,21.06,Amazonas-Rota-05,109,29.5,GLP Residencial,Fogás,Amazonas,Revenda,339,26.4,5,29.6,PIX
F4294,2025-01-18,14:45,276,621,42,263,45kg,0.15,4.2,Industrial,110.7,175.75,11.51,Amapá-Rota-02,77,17.2,GLP Residencial,Fogás,Amapá,E-commerce,87,29.2,2,21.9,PIX
F6254,2025-01-18,09:27,234,400,46,262,45kg,0.14,3.4,Residencial,130.9,190.22,35.74,Roraima-Rota-02,35,68.5,GLP Residencial,Fogás,Roraima,Revenda,790,28.8,1,32.7,PIX
F6852,2025-01-18,13:56,468,934,77,150,45kg,0.17,10.0,Residencial,76.04,112.64,21.32,Acre-Rota-05,15,50.9,GLP Granel,Fogás,Acre,Revenda,28,30.1,2,37.2,Cartão
F3295,2025-01-18,20:33,55,771,68,250,13kg,0.18,4.6,Comercial,80.09,166.92,38.11,Rondônia-Rota-05,95,47.4,GLP Comercial,Fogás,Rondônia,Revenda,814,26.5,2,41.3,PIX
F1811,2025-01-18,20:08,108,632,28,227,13kg,0.37,8.2,Residencial,76.97,115.83,47.0,Amapá-Rota-09,40,61.2,GLP Residencial,Fogás,Amapá,Revenda,482,27.2,4,15.8,PIX
F4467,2025-01-18,10:23,68,997,40,269,13kg,0.47,7.7,Residencial,86.42,90.92,12.96,Acre-Rota-04,99,94.2,GLP Industrial,Fogás,Acre,Revenda,506,29.4,3,5.0,Cartão
F1273,2025-01-18,13:06,130,301,93,289,20kg,0.56,9.9,Residencial,83.6,193.58,46.8,Acre-Rota-07,68,26.0,GLP Residencial,Fogás,Acre,Revenda,174,29.9,4,7.8,PIX
F6987,2025-01-18,07:40,204,893,75,107,20kg,0.28,2.0,Condomínio,94.29,163.85,14.34,Amapá-Rota-09,93,86.5,GLP Industrial,Fogás,Amapá,Revenda,501,28.0,3,11.2,PIX
F9337,2025-01-18,20:05,184,911,88,236,45kg,0.3,8.5,Condomínio,91.99,139.18,29.03,Roraima-Rota-03,84,54.3,GLP Comercial,Fogás,Roraima,E-commerce,669,26.4,4,10.0,Boleto
F1935,2025-01-18,12:09,451,334,22,196,45kg,0.12,8.4,Industrial,84.28,105.84,23.63,Roraima-Rota-09,101,40.7,GLP Industrial,Fogás,Roraima,Revenda,593,27.3,3,36.8,Boleto
F1330,2025-01-18,15:28,399,974,49,157,190kg,0.13,5.8,Residencial,126.97,181.53,21.15,Rondônia-Rota-05,78,97.5,GLP Industrial,Fogás,Rondônia,Venda Direta,249,29.4,3,21.6,Dinheiro
F9240,2025-01-18,12:37,209,437,99,166,45kg,0.43,8.1,Residencial,88.59,176.99,27.4,Amazonas-Rota-06,30,79.0,GLP Industrial,Fogás,Amazonas,Venda Direta,666,26.4,1,36.0,Dinheiro
F5150,2025-01-18,15:37,135,711,45,226,13kg,0.52,2.2,Residencial,118.66,102.28,44.5,Roraima-Rota-03,64,55.0,GLP Granel,Fogás,Roraima,Revenda,781,28.0,3,8.7,Dinheiro
F2011,2025-01-18,15:18,60,342,34,130,190kg,0.36,9.2,Industrial,101.18,152.14,43.46,Acre-Rota-06,46,54.6,GLP Comercial,Ultragaz,Acre,Revenda,114,28.4,4,28.3,Dinheiro
F5449,2025-01-18,21:26,287,514,72,139,13kg,0.51,7.5,Condomínio,102.94,139.71,15.69,Rondônia-Rota-01,37,30.0,GLP Residencial,Fogás,Rondônia,Venda Direta,355,26.7,5,13.3,Dinheiro
F8994,2025-01-18,18:33,68,677,92,115,13kg,0.25,6.7,Residencial,99.17,98.51,15.29,Roraima-Rota-05,26,33.4,GLP Comercial,Fogás,Roraima,Venda Direta,129,27.3,2,31.1,Cartão
F2938,2025-01-18,06:53,332,665,94,145,20kg,0.38,2.3,Condomínio,70.37,136.51,18.69,Amapá-Rota-02,106,54.4,GLP Granel,Fogás,Amapá,Revenda,709,28.6,3,27.6,PIX
F5177,2025-01-18,19:35,404,861,51,143,45kg,0.18,9.5,Residencial,105.94,129.43,41.73,Amazonas-Rota-08,85,98.8,GLP Granel,Fogás,Amazonas,E-commerce,86,29.4,1,8.5,Dinheiro
F8900,2025-01-18,09:48,113,879,49,235,190kg,0.26,1.6,Comercial,91.27,156.34,45.29,Amazonas-Rota-04,19,51.5,GLP Comercial,Fogás,Amazonas,Venda Direta,135,27.3,4,34.9,Boleto
F2876,2025-01-18,15:43,395,983,22,184,45kg,0.59,7.2,Residencial,124.78,151.37,16.24,Acre-Rota-04,75,21.1,GLP Comercial,Fogás,Acre,Venda Direta,639,28.6,4,9.3,Cartão
F8462,2025-01-18,13:08,439,874,90,289,20kg,0.48,9.4,Residencial,86.57,98.3,34.9,Acre-Rota-06,83,60.1,GLP Comercial,Fogás,Acre,Revenda,435,27.0,1,10.3,Dinheiro
F2290,2025-01-19,18:56,118,226,30,162,190kg,0.57,8.2,Residencial,89.67,134.03,39.98,Amapá-Rota-02,24,45.0,GLP Granel,Fogás,Amapá,Venda Direta,40,28.2,1,3.0,PIX
F5673,2025-01-19,09:38,415,415,50,167,20kg,0.39,7.1,Residencial,98.23,170.33,34.0,Roraima-Rota-06,19,59.2,GLP Residencial,Fogás,Roraima,Revenda,470,29.3,5,7.7,Boleto
F6845,2025-01-19,19:59,387,357,24,105,20kg,0.52,2.5,Residencial,114.68,129.13,38.35,Amapá-Rota-05,106,27.7,GLP Residencial,Fogás,Amapá,Revenda,439,30.5,3,22.2,Cartão
F7527,2025-01-19,21:14,207,378,93,283,45kg,0.45,2.9,Comercial,72.19,118.0,49.0,Rondônia-Rota-02,32,76.4,GLP Industrial,Ultragaz,Rondônia,Revenda,909,29.8,4,11.3,PIX
F8994,2025-01-19,11:06,490,545,31,192,45kg,0.14,9.3,Residencial,99.93,115.74,20.4,Amazonas-Rota-04,54,9.6,GLP Granel,Fogás,Amazonas,Venda Direta,517,31.0,4,42.3,Boleto
F7020,2025-01-19,19:36,249,249,26,185,20kg,0.35,1.1,Industrial,101.7,101.99,25.58,Roraima-Rota-09,118,28.1,GLP Granel,Fogás,Roraima,Revenda,526,30.5,1,29.8,Dinheiro
F3091,2025-01-19,17:30,64,549,70,230,20kg,0.6,3.5,Condomínio,74.69,141.14,45.84,Amazonas-Rota-02,24,33.2,GLP Industrial,Fogás,Amazonas,Revenda,926,27.9,3,18.4,Cartão
F4679,2025-01-19,16:28,221,397,55,268,190kg,0.54,5.6,Residencial,83.3,132.33,36.49,Roraima-Rota-06,68,51.2,GLP Residencial,Fogás,Roraima,Venda Direta,275,29.6,1,13.9,Boleto
F1884,2025-01-19,13:22,325,912,28,220,13kg,0.15,1.4,Industrial,131.77,169.4,40.39,Amapá-Rota-07,54,27.5,GLP Granel,Fogás,Amapá,Revenda,355,29.1,4,45.1,Boleto
F5227,2025-01-19,11:58,190,632,73,221,45kg,0.31,4.1,Industrial,102.57,126.58,43.07,Roraima-Rota-05,54,19.9,GLP Granel,Fogás,Roraima,Revenda,728,31.6,4,11.2,Cartão
F7641,2025-01-19,12:23,260,405,24,290,45kg,0.37,1.6,Comercial,132.86,196.79,21.23,Roraima-Rota-03,95,27.4,GLP Granel,Fogás,Roraima,Revenda,334,31.8,1,25.1,Dinheiro
F1995,2025-01-19,11:26,425,429,86,157,190kg,0.59,5.8,Industrial,113.21,107.25,28.6,Amapá-Rota-03,112,80.6,GLP Granel,Fogás,Amapá,Revenda,926,30.4,5,12.5,Cartão
F8158,2025-01-19,06:11,220,443,74,243,190kg,0.17,3.3,Residencial,98.52,127.38,10.84,Amazonas-Rota-02,39,5.5,GLP Comercial,Fogás,Amazonas,Venda Direta,3,28.3,2,7.6,Dinheiro
F6998,2025-01-19,07:25,348,685,49,290,45kg,0.51,9.8,Industrial,84.33,100.46,21.0,Acre-Rota-08,83,72.5,GLP Residencial,Fogás,Acre,Revenda,556,30.0,3,37.5,Dinheiro
F2115,2025-01-19,19:09,484,977,55,266,20kg,0.34,9.2,Residencial,136.08,188.42,29.25,Acre-Rota-09,26,96.6,GLP Granel,Fogás,Acre,Revenda,332,30.7,3,30.3,Cartão
F8971,2025-01-19,08:15,289,200,61,272,13kg,0.26,7.0,Residencial,80.47,127.68,22.46,Amazonas-Rota-06,95,47.9,GLP Comercial,Fogás,Amazonas,Revenda,729,31.1,4,40.6,PIX
F4077,2025-01-19,17:08,157,456,51,156,45kg,0.52,3.3,Comercial,113.72,181.22,33.59,Roraima-Rota-08,83,73.0,GLP Industrial,Ultragaz,Roraima,E-commerce,145,30.9,4,35.8,Dinheiro
F8474,2025-01-19,15:07,376,283,78,222,190kg,0.25,9.4,Comercial,118.05,114.7,49.79,Rondônia-Rota-08,28,19.8,GLP Granel,Fogás,Rondônia,Revenda,584,28.6,2,16.8,Dinheiro
F1911,2025-01-19,10:11,387,912,75,173,13kg,0.12,4.5,Comercial,111.93,126.32,19.09,Roraima-Rota-08,35,36.9,GLP Residencial,Fogás,Roraima,Revenda,204,29.2,2,17.0,Dinheiro
F6038,2025-01-19,18:59,232,789,92,202,20kg,0.37,10.0,Residencial,103.87,112.04,17.15,Rondônia-Rota-09,73,40.6,GLP Granel,Fogás,Rondônia,Revenda,645,28.3,3,34.4,Cartão
F4019,2025-01-19,13:12,324,211,75,163,20kg,0.36,7.5,Residencial,102.29,195.99,19.92,Acre-Rota-08,96,17.6,GLP Granel,Fogás,Acre,Revenda,19,28.1,4,7.4,Boleto
F9990,2025-01-19,17:58,188,571,85,140,20kg,0.47,2.5,Residencial,70.94,197.77,24.11,Acre-Rota-08,25,49.6,GLP Granel,Fogás,Acre,Venda Direta,2,29.3,2,7.8,Dinheiro
F9932,2025-01-20,11:57,406,275,76,224,190kg,0.26,2.7,Comercial,135.85,175.39,16.42,Amazonas-Rota-09,72,36.9,GLP Comercial,Fogás,Amazonas,Revenda,707,26.6,2,23.8,Cartão
F6196,2025-01-20,09:24,168,283,55,110,45kg,0.28,9.2,Residencial,71.09,148.34,26.9,Amapá-Rota-03,58,88.9,GLP Industrial,Fogás,Amapá,Venda Direta,775,26.2,5,38.7,Dinheiro
F2180,2025-01-20,15:15,259,452,61,110,20kg,0.57,5.8,Industrial,135.56,119.45,22.97,Acre-Rota-05,73,88.7,GLP Comercial,Fogás,Acre,Venda Direta,705,27.0,5,12.6,PIX
F9474,2025-01-20,20:54,158,804,63,136,45kg,0.29,5.4,Condomínio,104.12,106.63,31.22,Amazonas-Rota-09,53,79.3,GLP Industrial,Fogás,Amazonas,Revenda,210,28.0,5,7.1,Cartão
F9508,2025-01-20,12:23,239,556,46,104,45kg,0.56,5.0,Industrial,127.34,129.15,33.56,Roraima-Rota-03,52,25.0,GLP Industrial,Fogás,Roraima,E-commerce,81,27.2,4,38.5,Boleto
F3167,2025-01-20,18:43,432,683,52,172,13kg,0.16,3.2,Residencial,76.66,139.58,14.45,Acre-Rota-02,78,16.0,GLP Granel,Fogás,Acre,Revenda,938,28.7,3,1.7,Cartão
F9135,2025-01-20,16:44,156,327,97,235,20kg,0.24,8.0,Condomínio,122.56,124.34,44.37,Rondônia-Rota-05,105,35.3,GLP Industrial,Fogás,Rondônia,Revenda,429,27.7,5,41.5,PIX
F1423,2025-01-20,10:25,422,653,84,261,45kg,0.53,9.9,Comercial,127.67,167.54,18.57,Acre-Rota-02,97,20.2,GLP Residencial,Fogás,Acre,Revenda,769,25.4,4,2.9,Cartão
F3761,2025-01-20,12:47,412,688,42,272,13kg,0.43,5.2,Residencial,82.65,125.52,21.77,Amapá-Rota-08,86,56.0,GLP Industrial,Fogás,Amapá,Venda Direta,758,28.4,3,16.6,Dinheiro
F7940,2025-01-20,13:53,86,935,82,167,13kg,0.18,6.4,Residencial,122.57,116.28,18.07,Amapá-Rota-02,88,16.5,GLP Granel,Ultragaz,Amapá,Revenda,762,28.5,4,43.7,Boleto
F3785,2025-01-20,12:01,349,865,81,117,13kg,0.11,7.9,Condomínio,80.81,172.79,16.99,Rondônia-Rota-03,19,34.4,GLP Industrial,Ultragaz,Rondônia,Revenda,10,28.3,3,18.4,Cartão
F8039,2025-01-20,08:06,64,456,26,272,45kg,0.51,3.4,Comercial,144.12,174.43,32.63,Amapá-Rota-08,62,74.8,GLP Industrial,Fogás,Amapá,Revenda,96,26.9,4,1.6,Boleto
F8822,2025-01-20,15:24,72,877,60,281,13kg,0.22,5.2,Comercial,138.35,171.86,11.89,Roraima-Rota-04,35,89.6,GLP Granel,Fogás,Roraima,Venda Direta,374,27.6,4,36.7,Dinheiro
F7510,2025-01-20,12:30,240,981,64,264,190kg,0.15,7.7,Residencial,142.25,146.61,11.99,Rondônia-Rota-05,43,98.2,GLP Granel,Fogás,Rondônia,Revenda,454,28.7,3,30.5,Boleto
F9226,2025-01-20,11:25,277,564,29,143,13kg,0.16,1.6,Condomínio,124.96,167.09,21.88,Acre-Rota-07,39,44.2,GLP Industrial,Fogás,Acre,E-commerce,442,25.5,1,31.5,Dinheiro
F3237,2025-01-20,18:15,232,401,32,298,190kg,0.39,1.7,Condomínio,130.86,167.79,29.9,Acre-Rota-07,40,85.8,GLP Comercial,Fogás,Acre,Revenda,125,26.4,4,44.0,Cartão
F1756,2025-01-20,13:02,140,413,23,184,190kg,0.23,4.6,Residencial,141.85,174.54,45.26,Acre-Rota-02,118,77.4,GLP Granel,Fogás,Acre,Revenda,561,28.8,5,38.0,Dinheiro
F5769,2025-01-20,17:11,261,773,71,226,13kg,0.13,9.7,Comercial,78.08,180.2,20.73,Amazonas-Rota-07,44,65.2,GLP Industrial,Fogás,Amazonas,Revenda,405,28.7,3,29.1,Cartão
F4374,2025-01-20,14:28,117,839,92,105,13kg,0.36,6.3,Comercial,74.72,169.4,40.94,Amapá-Rota-05,80,55.1,GLP Granel,Fogás,Amapá,Revenda,371,28.9,1,4.5,Dinheiro
F8559,2025-01-20,20:40,372,809,21,196,45kg,0.17,3.0,Residencial,81.94,138.96,44.46,Roraima-Rota-06,115,11.1,GLP Residencial,Fogás,Roraima,Venda Direta,697,29.2,1,25.4,Dinheiro
F5884,2025-01-20,07:38,172,726,69,216,45kg,0.28,6.2,Comercial,138.67,109.4,38.56,Rondônia-Rota-04,86,71.3,GLP Residencial,Fogás,Rondônia,Venda Direta,519,29.0,1,33.1,Boleto
F9544,2025-01-20,12:18,303,509,93,109,45kg,0.26,8.6,Residencial,83.55,132.09,29.12,Amazonas-Rota-07,88,90.8,GLP Granel,Fogás,Amazonas,Revenda,699,26.4,4,36.6,Dinheiro
F2304,2025-01-20,06:07,302,451,76,272,13kg,0.43,3.1,Residencial,130.68,166.22,10.11,Amapá-Rota-03,45,18.9,GLP Comercial,Fogás,Amapá,Venda Direta,493,28.8,3,28.0,Cartão
F8195,2025-01-20,17:00,194,712,54,122,190kg,0.23,1.7,Residencial,89.11,159.18,11.59,Roraima-Rota-02,101,6.3,GLP Industrial,Fogás,Roraima,Revenda,293,27.2,3,44.3,PIX
F7648,2025-01-20,06:40,50,664,69,269,13kg,0.5,9.1,Residencial,90.66,95.58,13.73,Acre-Rota-04,95,48.8,GLP Comercial,Fogás,Acre,Venda Direta,47,26.8,1,14.8,PIX
F4586,2025-01-20,18:38,362,619,39,199,13kg,0.57,5.5,Residencial,78.86,170.97,21.12,Roraima-Rota-01,85,86.8,GLP Comercial,Fogás,Roraima,Venda Direta,124,26.0,1,17.0,Cartão
F3302,2025-01-20,19:12,132,964,93,220,20kg,0.34,3.5,Industrial,132.97,113.72,45.55,Acre-Rota-07,41,33.1,GLP Residencial,Fogás,Acre,Venda Direta,867,25.7,2,12.5,Cartão
F8473,2025-01-20,09:00,269,588,89,113,45kg,0.31,9.7,Residencial,123.28,164.42,35.56,Roraima-Rota-09,37,38.3,GLP Industrial,Fogás,Roraima,Venda Direta,673,26.0,2,44.9,PIX
F7524,2025-01-21,11:44,294,452,82,260,13kg,0.59,2.0,Comercial,90.23,185.33,10.74,Roraima-Rota-04,38,34.6,GLP Industrial,Ultragaz,Roraima,Venda Direta,618,33.3,1,0.9,Dinheiro
F6810,2025-01-21,07:21,314,629,61,216,45kg,0.38,5.7,Comercial,131.42,190.29,33.69,Rondônia-Rota-06,106,17.1,GLP Granel,Ultragaz,Rondônia,Revenda,456,32.8,5,23.4,PIX
F2265,2025-01-21,09:04,324,418,69,196,45kg,0.14,3.3,Residencial,76.6,183.45,44.18,Acre-Rota-09,76,67.7,GLP Industrial,Fogás,Acre,Venda Direta,606,32.6,1,40.7,PIX
F5430,2025-01-21,21:43,311,937,24,170,20kg,0.53,3.5,Residencial,97.84,183.78,49.8,Amapá-Rota-06,45,38.8,GLP Industrial,Fogás,Amapá,Revenda,246,31.6,2,4.3,Dinheiro
F6220,2025-01-21,20:18,274,554,89,149,190kg,0.13,1.4,Condomínio,105.75,179.45,17.83,Rondônia-Rota-08,78,78.8,GLP Granel,Fogás,Rondônia,Revenda,821,32.4,4,9.2,PIX
F9865,2025-01-21,21:38,392,821,93,134,45kg,0.4,2.3,Residencial,104.74,187.7,15.05,Acre-Rota-07,90,92.0,GLP Comercial,Fogás,Acre,Venda Direta,723,32.7,1,47.0,Cartão
F1942,2025-01-21,19:17,331,853,47,238,20kg,0.22,4.7,Industrial,92.64,120.92,33.18,Amazonas-Rota-07,71,87.7,GLP Comercial,Fogás,Amazonas,Revenda,257,34.4,1,22.5,PIX
F1233,2025-01-21,17:13,309,532,29,288,190kg,0.41,2.1,Comercial,140.85,197.07,34.94,Amapá-Rota-06,72,35.0,GLP Comercial,Fogás,Amapá,E-commerce,106,33.0,2,0.8,Boleto
F7035,2025-01-21,18:03,328,431,84,278,45kg,0.33,8.6,Residencial,132.89,196.88,33.82,Roraima-Rota-09,81,73.4,GLP Residencial,Fogás,Roraima,Venda Direta,261,34.2,5,45.8,Cartão
F8859,2025-01-21,20:11,474,316,61,229,45kg,0.17,5.0,Residencial,94.5,128.47,39.97,Acre-Rota-05,63,55.2,GLP Comercial,Fogás,Acre,Revenda,193,33.8,5,33.9,Cartão
F9925,2025-01-21,09:49,484,277,25,278,190kg,0.38,4.3,Residencial,114.54,139.22,20.74,Rondônia-Rota-05,64,56.0,GLP Residencial,Fogás,Rondônia,E-commerce,510,34.8,3,9.7,Boleto
F5288,2025-01-21,14:35,318,694,93,140,190kg,0.23,4.7,Residencial,71.77,132.96,24.97,Amapá-Rota-05,78,95.8,GLP Granel,Ultragaz,Amapá,Venda Direta,651,32.7,4,34.4,Dinheiro
F3240,2025-01-21,07:27,439,703,57,142,13kg,0.3,1.0,Residencial,103.09,176.11,18.54,Amazonas-Rota-09,43,66.9,GLP Industrial,Ultragaz,Amazonas,Venda Direta,629,32.9,5,36.4,Cartão
F5178,2025-01-21,20:11,349,645,41,205,190kg,0.55,4.3,Industrial,94.86,195.01,35.76,Rondônia-Rota-08,117,98.2,GLP Granel,Fogás,Rondônia,Revenda,676,34.7,2,39.8,PIX
F7988,2025-01-21,17:37,213,760,30,152,20kg,0.42,9.7,Comercial,80.14,124.3,29.32,Amazonas-Rota-02,48,25.1,GLP Comercial,Fogás,Amazonas,Revenda,943,31.5,3,23.2,Boleto
F4014,2025-01-21,06:02,472,370,83,131,13kg,0.24,1.7,Residencial,133.82,187.55,16.54,Roraima-Rota-05,59,44.7,GLP Comercial,Fogás,Roraima,Venda Direta,658,31.5,3,35.8,Dinheiro
F5337,2025-01-21,11:50,51,255,27,278,13kg,0.59,4.8,Residencial,100.89,150.58,28.48,Acre-Rota-02,72,38.7,GLP Residencial,Fogás,Acre,Venda Direta,833,33.4,2,46.8,Boleto
F5726,2025-01-21,15:01,218,427,67,129,20kg,0.59,1.1,Residencial,83.37,193.97,14.73,Roraima-Rota-01,22,84.7,GLP Granel,Fogás,Roraima,Revenda,862,34.2,2,38.3,PIX
F8904,2025-01-21,13:04,100,658,38,291,45kg,0.46,1.7,Residencial,85.38,109.88,17.0,Roraima-Rota-05,88,31.0,GLP Granel,Fogás,Roraima,Revenda,860,34.5,3,16.7,Boleto
F2190,2025-01-21,12:57,343,595,87,276,45kg,0.39,2.4,Residencial,108.4,197.37,49.96,Amazonas-Rota-03,109,98.2,GLP Comercial,Fogás,Amazonas,Revenda,338,33.3,2,38.7,PIX
F9332,2025-01-21,13:58,156,733,58,151,190kg,0.49,6.1,Residencial,117.72,180.56,33.41,Roraima-Rota-08,87,50.0,GLP Comercial,Fogás,Roraima,Revenda,311,32.8,1,45.8,PIX
F5844,2025-01-21,07:35,432,841,21,173,190kg,0.35,8.2,Residencial,87.8,122.82,20.96,Amazonas-Rota-04,36,42.7,GLP Industrial,Fogás,Amazonas,Venda Direta,256,34.0,2,38.9,PIX
F8451,2025-01-21,20:01,400,530,57,198,20kg,0.35,6.2,Industrial,129.42,154.75,45.71,Amapá-Rota-05,106,82.2,GLP Industrial,Fogás,Amapá,Venda Direta,42,34.5,1,27.1,Dinheiro
F7491,2025-01-21,21:12,225,446,59,245,20kg,0.39,2.9,Comercial,111.29,99.05,32.21,Roraima-Rota-08,112,73.2,GLP Comercial,Fogás,Roraima,Revenda,850,34.8,4,13.1,PIX
F3902,2025-01-21,18:48,84,998,23,213,13kg,0.16,4.4,Comercial,148.04,129.61,15.44,Amazonas-Rota-03,47,28.1,GLP Residencial,Fogás,Amazonas,Revenda,51,33.5,1,5.1,PIX
F5946,2025-01-21,07:16,128,708,81,190,45kg,0.41,3.3,Industrial,92.48,135.37,45.79,Amapá-Rota-08,70,86.5,GLP Granel,Fogás,Amapá,Revenda,110,32.8,3,13.8,Boleto
F4019,2025-01-21,18:53,214,866,68,232,13kg,0.16,1.3,Comercial,92.04,150.96,15.1,Acre-Rota-01,32,16.2,GLP Industrial,Fogás,Acre,Revenda,37,31.6,2,33.6,Cartão
F2008,2025-01-21,19:47,410,653,50,173,45kg,0.19,4.9,Residencial,78.06,146.64,27.42,Amazonas-Rota-01,105,34.7,GLP Comercial,Ultragaz,Amazonas,Revenda,903,33.8,4,42.5,Cartão
F9779,2025-01-21,20:53,463,663,49,259,190kg,0.12,8.8,Residencial,83.59,141.54,23.87,Roraima-Rota-07,61,48.3,GLP Industrial,Fogás,Roraima,Revenda,119,33.0,3,17.4,Cartão
F8818,2025-01-21,15:17,355,330,84,125,45kg,0.21,1.9,Industrial,78.9,99.38,18.03,Rondônia-Rota-06,39,87.6,GLP Granel,Fogás,Rondônia,Venda Direta,367,33.2,2,47.7,PIX
F9187,2025-01-22,17:33,484,905,60,239,45kg,0.17,1.9,Industrial,139.16,137.99,10.96,Amapá-Rota-03,34,61.4,GLP Industrial,Fogás,Amapá,Venda Direta,827,33.5,2,19.9,Dinheiro
F1605,2025-01-22,11:07,51,718,35,184,190kg,0.31,1.8,Residencial,79.25,100.87,17.71,Acre-Rota-05,69,11.4,GLP Granel,Fogás,Acre,Revenda,713,32.6,2,15.4,Dinheiro
F1750,2025-01-22,07:28,452,254,32,258,190kg,0.29,7.8,Industrial,84.59,136.43,28.11,Roraima-Rota-03,81,24.7,GLP Comercial,Fogás,Roraima,Venda Direta,548,34.4,5,42.0,Cartão
F7279,2025-01-22,06:14,491,667,23,217,13kg,0.35,1.8,Residencial,108.16,191.59,44.63,Rondônia-Rota-07,100,79.0,GLP Comercial,Fogás,Rondônia,E-commerce,715,32.6,5,16.6,Cartão
F4464,2025-01-22,11:30,158,316,26,253,190kg,0.53,8.1,Residencial,118.2,130.26,27.3,Amapá-Rota-02,68,23.1,GLP Industrial,Fogás,Amapá,Revenda,836,33.2,2,40.5,Boleto
F5689,2025-01-22,07:11,438,650,47,213,45kg,0.5,5.3,Condomínio,85.01,153.05,48.98,Rondônia-Rota-07,24,66.5,GLP Industrial,Fogás,Rondônia,Revenda,605,34.2,2,36.7,Dinheiro
F4494,2025-01-22,06:34,112,365,84,293,190kg,0.3,6.7,Comercial,134.41,153.18,17.18,Amapá-Rota-07,98,34.5,GLP Industrial,Fogás,Amapá,Venda Direta,746,34.4,1,30.4,Dinheiro
F8246,2025-01-22,13:31,342,802,97,193,190kg,0.3,1.7,Residencial,135.34,115.24,44.57,Amazonas-Rota-08,74,17.5,GLP Industrial,Fogás,Amazonas,Venda Direta,173,34.4,5,30.6,Dinheiro
F4523,2025-01-22,13:20,425,789,61,147,190kg,0.38,7.8,Condomínio,118.1,172.27,29.6,Amazonas-Rota-05,106,23.3,GLP Residencial,Fogás,Amazonas,Revenda,653,35.4,3,10.6,Dinheiro
